TranslatedRecipeName,TranslatedIngredients,TotalTimeInMins,Cuisine,TranslatedInstructions,URL,Cleaned-Ingredients,image-url,Ingredient-count
 Spiced Cabbage Rice (Recipe In Hindi)," 1 teaspoon black pepper powder, 1/2 cup soya chunks - soak in water, 1 teaspoon cumin seeds, 1 teaspoon turmeric powder , 1 teaspoon red chilli powder, 1 onion - finely chopped, 2 green chillies - finely chopped, 4 sprig green coriander - Cut it, 2 bay leaves,2 cups rice - cooked, 2 cups cabbage - cut into thin, 1 mess, Salt - As per taste, 1 inch ginger - tightly, Oil - As per use, 1 inch lentil sugar, 1 clove garlic - finely chopped, 1 tablespoon Ghee",60,Indian,"To make cabbage casserole, first heat ghee in a pan.
Add cumin seeds, bay leaves, cinnamon and mess.
After 30 seconds, add onion, green chillies, ginger, garlic and let it cook till the onion becomes soft.
After the onion becomes soft, add the cabbage and soya chunks to it, mix and cook until the cabbage becomes soft.
Now add all the spices and mix it.
After mixing, add cooked rice, green coriander, salt, ghee and let it cook for 2 to 3 minutes.
Serve hot.
Serve the Spicy Cabbage Casserole with Tadka Raita and Papad for dinner.",https://www.archanaskitchen.com/spiced-cabbage-rice-recipe-in-hindi,"turmeric powder,ginger,salt per,rice,ghee,black pepper powder,red chilli powder,lentil sugar,cloves garlic,onion,oil,bay leaves,soya soak,mess,coriander (dhania) leaves,green chillies,cumin seeds,cabbage",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/15-march/Cabbage_stir_fried_rice_recipe_thoran-1.jpg,18
Bengali Style Cholar Dal Recipe - Bengali Style Cholar Dal (Recipe In Hindi)," 3 cloves ,1 cup chana dal, 1/2 cup coconut - cut into small pieces, 1 tablespoon ghee, 1 bay leaf, 1 teaspoon turmeric powder, 1 inch cinnamon, 1 inch ginger - peeled and grated, 1 teaspoon sugar, salt - as per taste, 2 dry red chilies, 1/2 teaspoon cumin seeds, 2 green chillies - cut into two lengths",60,Bengali Recipes,"To make Bengali style Cholar dal, first wash and soak chana dal for an hour.
Now make soaked chana dal with 2-1 / 2 cups of water.
Watch this video to know how to cook lentils.
Heat ghee in a pan on medium heat.
Now cook the coconut pieces till they turn light brown.
Turn off the gas and keep the coconut pieces in a bowl on one side.
Once the lentils are cooked, take them out in a saucepan.
Mix turmeric powder, salt and sugar with lentils.
Allow the lentils to cook on low heat until the lentils turn sour and soak the water.
While the lentils are cooking, prepare for tempering.
For tempering, heat ghee in a small pan.
Now add cumin seeds and after tempering add dry red chillies, cloves, cinnamon, green chillies and grated ginger and let it cook till the aroma comes out.
Now turn off the gas.
Now add the tempering to the boiled lentils with the fried coconut.
Mix well and boil for 1 to 2 minutes and turn off the gas.
Serve Bengali style Cholar dal with garam garam puri and phulka.",https://www.archanaskitchen.com/bengali-style-cholar-dal-recipe-in-hindi-2,"turmeric powder,salt,green chillies two lengths,ginger,ghee,coconut,cinnamon,sugar,chana dal,dry red chillies,bay leaf,cloves,cumin seeds",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Archana_Doshi/Bengali_Style_Cholar_Dal_Recipe_Chana_Dal_5.jpg,13
Lemon Cucumber Detox Water Recipe,"8-10 Mint Leaves (Pudina),1 liter Chilled water,1 Cucumber - sliced,1 Lemon - sliced",10,Continental,"To begin making the Lemon Cucumber Detox Water, mix all ingredients together in a Pitcher.Allow it to steep in the refrigerator for a minimum of 3 hours before consuming it.The Lemon Cucumber Detox Water can also be prepared and kept in the refrigerator overnight.Lemon Cucumber Detox Water can be prepared and refrigerated overnight and consumed the next day as well with  Sweet Mixed Fruits and Granola Breakfast Wraps Recipe.",https://www.archanaskitchen.com/lemon-cucumber-detox-water-recipe,"cucumber,mint leaves (pudina),lemon,water",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Roop/Detox_water_Lemon__Cucumber_flavoured_1600.jpg,4
Sweet Yeast Malt Recipe - Healthy Yeast Kanji / Porridge Recipe,"2 teaspoons Almond Meal (Badam Powder),1/2 teaspoon Dry ginger powder,1/2 cup Water,Saffron strands - a pinch - optional,1/2 teaspoon Cardamom Powder (Elaichi),1 teaspoon Ghee - or butter,2 cups Milk,2 tablespoons Ragi Flour (Finger Millet/ Nagli),1 teaspoon Jaggery",20,South Indian Recipes,"To prepare Sweet Ragi Malt Recipe, melt ghee in a saucepan and add the ragi flour to it.
Roast it well on a medium flame until it changes color and gives the aroma of roasted flour.Then reduce the flame and pour water to the roasted flour.
Keep whisking continuously and you will begin to notice it will start to thicken.At this stage pour the milk and keep stirring well ensuring that there are no lumps in the Ragi Malt.Add jaggery, cardamom powder, saffron and almond powder to it.
Cook in medium flame until the Ragi Malt/ Kanji becomes little thick like porridge.
Once done, turn off the heat and serve.Serve Sweet Ragi Malt Recipe as a healthy power packed breakfast or a mid afternoon snack to keep your body strong and healthy.",https://www.archanaskitchen.com/sweet-ragi-malt-recipe,"milk,jaggery,saffron strands,water,ragi flour (finger millet nagli),dry ginger powder,almond meal (badam powder),cardamom powder (elaichi),ghee butter",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/SWEET_RAGI_MALT.jpg,9
Kashmiri Style Al Rogan Josh Recipe- Pumpkin In Red Curry,"2 Cardamom (Elaichi) Pods/Seeds - crushed,1/2 inch Ratan jot (alkanet) - infuse it in heated oil,1 inch Cinnamon Stick (Dalchini),Salt - to taste,1 teaspoon Fennel Powder,Mustard oil - as required,1 teaspoon Whole Black Peppercorns - crushed,2 Black cardamom (Badi Elaichi),1/2 cup Curd (Dahi / Yogurt),1 Bay leaf (tej patta),1/2 teaspoon Asafoetida (hing),2 teaspoons Kashmiri Red Chilli Powder,500 grams Kaddu (Parangikai/ Pumpkin),4 Cloves (Laung)",35,Kashmiri,"To begin making the Al Rogan Josh recipe, wash and peel and cut pumpkin into medium size pieces and keep aside.Heat oil in a heavy bottomed wok and add bay leaf and other whole spices mentioned.Immediately add chopped pumpkin, green chilies and mix well.
Fry on medium to high flames stirring occasionally.Now add asafoetida and stir well.
In a separate bowl, add yogurt and red chilli powder & fennel powder and whisk nicely.Take off the lid and add whisked yogurt and mix well such that everything incorporates nicely.Adjust salt as needed.
Now add Ratanjot / root infused in oil in the pumpkin and cook till the vegetable is soft and tender.Garnish with fresh coriander and serve hot.Serve Kashmiri Style Al Rogan Josh along with Steamed rice and Kachumber salad for a perfect weekday.
dinner.",https://www.archanaskitchen.com/al-rogan-josh-recipe-kashmiri-pumpkin-in-red-gravy,"black cardamom (badi elaichi),salt,kashmiri red chilli powder,parangikai pumpkin,mustard oil,cardamom (elaichi) podsseeds,bay leaf (tej patta),asafoetida (hing),black peppercorns,curd,fennel powder,cinnamon stick (dalchini),ratan jot (alkanet) infuse heated oil,cloves (laung)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/shaheen_ali/Al_Rogan_Josh__Kashmiri_Pumpkin_In_Red_Gravy_.jpg,14
Mini Idli Upma Recipe (Steamed Rice Cake Stir Fry),"10 Onions - finely chopped (or 1 large onion),5 Curry leaves - finely chopped,Salt - to taste,1 teaspoon Green Chillies - chopped,1/2 teaspoon White Urad Dal (Split),1 tablespoon Sesame (Gingelly) Oil - or vegetable oil,20 Idli - (mini idlis),Coriander (Dhania) Leaves - small bunch,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoons Mustard seeds,1 teaspoon Ginger - finely chopped",25,South Indian Recipes,"To begin making the Mini Idli Upma Recipe (Steamed Rice Cake Stir Fry), heat oil in a heavy bottomed pan; add the mustard seeds, cumin seeds and urad dal.
Allow them to crackle.
Allow the urad to get roasted and lightly browned.Next, add the onions, saute until onions are soft and tender on medium heat.
Now add the curry leaves, green chillies and ginger.
Add the turmeric powder and the mini idlis and salt.
Saute until all the ingredients are well combined.
Check the salt and spice and adjust to suit your taste.Turn the heat to low; cover the pan and simmer for about 5 minutes.Finally, stir in the freshly chopped coriander leaves and serve the Mini Idli Upma for breakfast or pack it for a snack box.Serve Mini Idli Upma Recipe (Steamed Rice Cake Stir Fry) with South Indian Coconut Chutney, or Red Chilli Coconut Chutney Recipe and a glass of hot Ginger Cardamom Chai.",https://www.archanaskitchen.com/tadkewali-idli-recipe,"coriander (dhania),salt,ginger,idli (mini idlis),mustard seeds,curry leaves,white urad dal (split),onion,sesame (gingelly) oil vegetable oil,turmeric powder,green chillies",https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Mini_Idli_Upma_Recipe_Steamed_Rice_Cake_Stir_Fry-1.jpg,11
Mushroom And Scrambled Egg Bagel Sandwich Recipe,"1 cup Button mushrooms - sliced,1 Whole Egg,2 tablespoon Milk,Salt and Pepper - to taste,1 tablespoon Butter,1 teaspoon Rosemary,1 Bagel,2 tablespoons Fresh cream,Salt and Pepper - for seasoning,1/2 cup Broccoli - stems removed,1 teaspoon Dried oregano",25,Continental,"To begin making the Mushroom and Scrambled Egg Bagel Sandwich Recipe, we will saute the mushroom over a pan with oil.Saute until the water has all evaporated, sprinkle with salt and seasonings.
Mix well and cook till the mushrooms are done.
Keep it aside.In the same pan, add little oil and saute the broccoli until well cooked.
Whisk in the egg in a separate bowl with milk before adding it on to the pan.Add the milk along with other seasonings.
Use a spatula and scramble the egg.
Cook till the eggs are down.
Set aside to cook and mix it with cream.Cut the bagel into half, layer it with butter on either slice and toast them on a hot tawa pan till golden brown.To assemble, take the down side of the bagel first, add the scrambled egg on top and top it up with mushrooms and close it with the another slice.
Serve the Mushroom and Scrambled Egg Bagel Sandwich Recipe along with Espresso Coffee or Adrak Chai for your breakfast or for evening snacks.",https://www.archanaskitchen.com/mushroom-and-scrambled-egg-bagel-sandwich-recipe,"salt,rosemary,eggs,bagel,milk,broccoli stems,pepper,button mushrooms,butter,dried oregano",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Mushroom_and_Scrambled_Egg_Bagel_Sandwich_Recipe.jpg,10
Italian Baked Eggplant in Tomato & Parmesan - Melanzane alla Parmigiana Recipe,"4 cloves Garlic - finely chopped,1 sprig Basil leaves - roughly torn,1 cup Parmesan cheese - grated,Extra Virgin Olive Oil - for cooking,3 Brinjal (Baingan / Eggplant) - cut into 5mm thick slices (lengthwise),3 cups Homemade Pizza And Pasta Sauce",100,Italian Recipes,"To begin making the Italian Baked Eggplant in Tomato & Parmesan, first slice the eggplants and soak it in water for 15 minutes.
This helps the eggplant to soften.Preheat the oven to 200 C.
In a sauce pan, add couple of tablespoon of olive oil and place it over medium heat.
Add the chopped garlic and saute for a few seconds.
Add the pasta sauce and and give it a brisk boil and turn off the heat.
You can also use a homemade pasta sauce recipe.
Once done, keep the pasta sauce aside.In a wide skillet, we will not grill the eggplant.
Heat olive oil in the skillet and place the eggplants in the skillet.
Cook the eggplants over medium high heat until cooked on both sides - it should get softened.
Once done, remove from the pan and keep aside.The final step is to bake the eggplants along with the pasta sauce and cheese.
Roughly tear the basil leaves into the pasta sauce and stir.
Check the salt and adjust to suit your taste.Layer a few eggplants at the bottom in an oven proof baking dish.
Spoon over the tomato basil pasta sauce over the eggplants and sprinkle some cheese.
Place another layer of eggplants over this and repeat the same process.
Finally pour the remaining sauce and cheese on the top and bake in the preheated oven for about 25 to 30 minutes until the cheese is golden brown in colour.Once done, remove from the oven and serve the Melanzane alla Parmigiana.Serve the Melanzane alla Parmigiana (Baked Eggplant in Tomato Sauce) warm along with a crusted bread, a Asian Watermelon Salad and a glass of wine for dinner.",https://www.archanaskitchen.com/italian-baked-eggplant-in-tomato-parmesan-melanzane-alla-parmigiana-recipe,"pizza pasta sauce,basil leaves,cloves garlic,virgin olive oil,parmesan cheese,brinjal (baingan eggsplant) mm (lengthwise)",https://www.archanaskitchen.com/images/archanaskitchen/World_Pastas_Pizzas/Italian_Baked_Eggplant_in_Tomato_and_Parmesan_-_Melanzane_alla_Parmigiana_Recipe-1.jpg,6
Sarson Ka Saag Recipe - Classic North Indian Saag Recipe,"Salt - to taste,250 grams Bathua leaves - washed and roughly chopped,1/2 teaspoon Coriander Powder (Dhania),4 tablespoons Ghee,250 grams Spinach Leaves (Palak) - washed and roughly chopped,1 teaspoon Makki Ka Atta (Yellow Corn Meal Flour),4 cloves Garlic - finely chopped,1/2 teaspoon Garam masala powder,2 inch Ginger - finely chopped,3 Green Chillies - slit into half,1/2 teaspoon Red Chilli powder,500 grams Mustard greens - washed and roughly chopped,1 Onion - thinly sliced",55,Punjabi,"To begin making the Sarson Ka Saag Recipe, we will first steam the leaves together along with a little salt until soft and yet green.
For this, you can use a steamer or a pressure cooker.Place all the leaves in the pressure cooker, add a little salt and 3 tablespoons of water.
Cover the pressure cooker and cook until you hear one whistle.
After the first whistle turn off the heat.Place the cooker under running water and release the pressure immediately and add the Makki ka atta.
This process of releasing the pressure immediately will help keep the greens green.Allow it to cool.
You can either puree the saag or use a masher and mish mash the greens to make it soft and mushy.
The way you like to present it is purely your choice.Heat a teaspoon of ghee in a heavy bottomed pan; add the ginger, garlic, onions and green chillies.
Saute all the ingredients together on low heat until the onions are completely tender and soft and lightly browned.You can optionally cover the pan partly to create steam to cook the onions.
This process of cooking consumes less oil.Once the onions are well softened, stir in the steamed sarson ka saag, red chilli powder, garam masala powder and coriander powder.
Turn the heat to high and give the mixture a quick boil for a couple of minutes, so that the greens get the flavours from the spices and onions.
Turn off the heat, check the salt and adjust to taste accordingly.
Transfer the Sarson Ka Saag to a serving bowl and serve hot.Serve the Sarson Ka Saag along with Makki Ki Roti with a dollop of white butter and jaggery and end it with a Masala Chaas.",https://www.archanaskitchen.com/sarson-ka-saag-a-north-indian-recipe-of-mustard-leaves,"green chillies,salt,ginger,bathua leaves,makki ka atta (yellow corn meal flour),ghee,red chilli powder,cloves garlic,onion,mustard greens,coriander powder,spinach leaves (palak),garam masala powder",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Sarson_Ka_Saag_Recipe_North_Indian_Saag_1_1600.jpg,13
Cheesy Stuffed Mushrooms With Spinach Recipe,"1 tablespoon Britannia Cheezza - grated,6 cloves Garlic - finely chopped,6 Button mushrooms - large,2 tablespoons Britannia Cheese Spread - Asli Pepper,3 cups Spinach - finely chopped,1 teaspoon Extra Virgin Olive Oil",45,Continental,"To begin making Cheesy Stuffed Mushrooms With Spinach Recipe we will first cook the spinach.Into a preheated pan add oil and once the oil is hot add  the finely chopped garlic and saute it for a few secondsAdd the chopped spinach and saute until the spinach wilts completely and most of the moisture is evaporated.
Do not add salt and cook the spinach, because if you do the spinach will release a lot of water and will take a long time for the moisture to evaporate.
 Once the spinach is cooked well and we have the right texture, turn off the heat and stir in the Britannia Asli Pepper Cheese Spreadz to give the sauted spinach a creamy consistency.
Keep aside.Preheat the oven for 15 minutes at 200 degrees Celsius.The next step is to prep the mushrooms.Remove the stem of the mushrooms and slide the knife to create a cavity to fill in the spinach.Use a tiny spoon and fill the spinach mixture into the mushrooms.
Sprinkle the grated Britannia Cheezza on top of each stuffed mushroom and arrange them on a baking tray.Grill it in the oven for 6 to 8 minutes until the mushrooms are done and the cheese has meltedRemove Cheesy Stuffed Mushrooms With Spinach from the oven and place these on the serving platter and serve hot.Serve Cheesy Stuffed Mushrooms With Spinach Recipe as an appetizer along with a party meal of Lavender Lemonade Cooler, Herbed Buttered Rice Recipe With Green Peas , Herbed Vegetables In Roasted Bell Pepper Sauce Recipe and   Apple Tart with Puff Pastry Recipe (Open Pie)",https://www.archanaskitchen.com/stuffed-mushroom-recipe,"button mushrooms large,spinach,britannia cheezza,cloves garlic,virgin olive oil,britannia cheese asli pepper",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Grilled_Stuffed_Mushroom_With_Cheesy_Spinach_Cheesy_Kitchen_Video_15_1_1600.jpg,6
Chicken with Creamy Mushroom Sauce Recipe,"1 tablespoon Mixed Herbs (Dried),1 tablespoon Extra Virgin Olive Oil,Parsley leaves - a handful,Salt - to taste,2 tablespoons Cheese spread - pepper flavour prefered,1 teaspoon Red Chilli powder,1 Onion - finely chopped,6 cloves Garlic - finely chopped,3 Chicken breasts,400 grams Button mushrooms - sliced,1/2 cup Fresh cream,1 tablespoon Whole Black Pepper Corns - coarsely pounded",30,Continental,"To begin making the Chicken with Creamy Mushroom Sauce Recipe, firstly wash and clean the chicken well.
Heat a grilling pan with oil, add garlic and onions and allow let it cook for until the onions become just about tender.
Add the mushrooms and saute the mushrooms for about a minute.
Add the chicken breast pieces, sprinkle some salt & cover the pan.
Allow the chicken to grill on the pan for about 5 minutes.
Keep turning the chicken around while it is cooking.
After 5 minutes, add the herbs, black pepper, red chilli powder, cream, cream cheese, salt and parsley.Toss well for 2 minutes on high heat.
Turn the heat to low, cover the pan and allow the Chicken with Creamy Mushroom Sauce to simmer for another 5 to 7 minutes until the chicken is cooked according to your liking.Once done, check the salt and spices and adjust to taste accordingly and turn off the heat.
Transfer the Chicken with Creamy Mushroom Sauce to a serving bowl and serve hot.Serve Chicken with Creamy Mushroom Sauce Recipe along with Herbed Brown Rice and Thai Raw Papaya Salad Recipe for a healthy weeknight dinner.",https://www.archanaskitchen.com/montreal-mushroom-and-chicken-stir-fry-recipe,"cheese pepper flavour prefered,salt,mixed herbs (dried),black pepper corns,red chilli powder,cloves garlic,virgin olive oil,onion,parsley leaves,button mushrooms,chicken breasts",https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Chicken_with_Creamy_Mushroom_Sauce_Recipe-1.jpg,11
Tomato Dosa Recipe," oil - or ghee ( To make dosa), 1/4 teaspoon fenugreek seeds, water - as per use, 1/4 cup white urad dal (split), 1/2 teaspoon cooking soda, salt - as per taste,1 cup rice, 3 tomatoes",285,South Indian Recipes,"To make tomato dosa, first wash the rice, fenugreek seeds and urad dal separately.
Then soak them all separately for 3 to 4 hours.
After 3 to 4 hours, remove water from rice, fenugreek seeds and urad dal and grind it.
Add some water to the bitches.
Now add chopped tomatoes and grind it a little longer.
After grinding it well, take it out in a bowl.
Add salt and cooking soda to it and mix.
Keep it aside for 10 minutes.
Now heat a griddle and pour oil or ghee on it and spread it on the entire pan.
Now put a spoon batter in the middle and spread it in round shape.
Pour some more oil or ghee over it and let the dosa cook.
After cooking from one side, keep it and cook from the other side too.
Serve hot after cooking.
Serve tomato dosa with coconut chutney and filter coffee for breakfast.",https://www.archanaskitchen.com/tomato-dosa-recipe-in-hindi,"tomato,salt,rice,oil ghee ( make dosa),water,fenugreek seeds,white urad dal (split),soda",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Jyothi_Rajesh/Instant_Tomato_Dosa.jpg,8
Beet and Avocado Chapati Recipe,"2 cups Whole Wheat Flour - more for dusting,1/4 cup Coriander (Dhania) Leaves - chopped,1/4 cup Mint Leaves (Pudina) - finely chopped,1 teaspoon Cumin powder (Jeera),2 tablespoon Extra Virgin Olive Oil - more for cooking,Salt - to taste,1/2 Avocado - mashed,1/2 cup Beetroot - grated,2 tablespoons Sesame seeds (Til seeds),3 Green Chilli - ground to paste,2 teaspoons Ginger - ground to paste",60,Indian,"To begin making Beet and Avocado Chapati Recipe, into a mixing bowl, add Atta, cumin powder, sesame seeds, chili paste and ginger paste, coriander, mint, olive oil and salt, grated beetroot and mashed avocado.
Mix well to combine.
Bring it all together using your fingers or you can even use a dough hook on your stand mixer on a slow speed.Add some water if necessary and knead to a soft dough.
Rest the dough for 30 minutes.Knead the dough briefly and divide the dough into equal portions, you should be able to get around 14-16 medium sized chapati.Roll the portions into balls; flatten them with the palm of your hand.Dust the beetroot and avocado dough in flour and roll them out into thin circles to approximately 6 inches in diameter.
As you roll them out, you can keep dusting the dough in dry flour to prevent sticking when rolling them out.Continue the same process of rolling the dough out with the remaining balls.Method of Cooking the Beet and Avocado ChapatiPreheat a skillet and place  the rolled out dough on the skillet.
After a few seconds you will notice small air pockets popping out.
At this point flip the Beet and Avocado Chapati  and smear about 1/2 a teaspoon of oil and using a flat spatula and do a light pressing and turning motion to cook the Beet and Avocado ChapatiFlip the Beet and Avocado Chapati to the other side and press and turn in a similar way.
You will notice brown spots around the cooked Beet and Avocado Chapati.
Remove from heat and place on a flat plate.Serve Beet and Avocado Chapati Recipe with Punjabi Chana Masala and Masala And Plain Lacha Pyaz Recipe - Pickled Onions for lunch or dinner.",https://www.archanaskitchen.com/beet-avocado-chapati-recipe,"salt,wheat flour,cumin powder (jeera),coriander (dhania) leaves,virgin olive oil,green chilli ground paste,avocado,mint leaves (pudina),beetroot,sesame seeds (til seeds),ginger ground paste",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Gauravi_Vinay/BeetAvocado_chapathi.jpg,11
Karigadab - Karnataka Style Karanji / Gujhiya Recipe,"1 cup Whole Wheat Flour - or all purpose flour,2 tablespoon Ghee - melted,1/4 cup Sooji (Semolina/ Rava) - fine variety,2 Cardamom (Elaichi) Pods/Seeds,1 handful Rice flour,1/2 cup Roasted Gram Dal (Pottukadalai),1/4 cup Dessicated Coconut,1/4 cup Sugar,Sunflower Oil - to deep fry",90,South Indian Recipes,"To prepare Karigadabu – Karnataka Style Karanji recipe, heat ghee in a Tadka pan.
Mix wheat flour, rice flour and semolina in a bowl.
Pour hot ghee to this flour and semolina mixture evenly.
Ghee bubbles up the flour where it comes in contact with it, so pour in the ghee slowly.
Mix with fingers after a minute.
The mixture will look like bread crumbs.
This will ensure you get nice flaky pastry once fried.Now add water to knead the pastry dough.
Let the dough be stiff and not too soft.
Knead it till the pastry dough is smooth.Cover the pastry dough with a damp cloth and let it rest till the filling is prepared.For the filling, powder fried gram, cardamom, and sugar in a Mixer Grinder.
To this mixture, add grated coconut and mix well.Now remove the damp cloth off the pastry dough.
Knead it again for a minute or two, and make small lemon sized balls.Take a ball of pastry dough and roll it into a very thin disk of around 4 inches diameter (around 2mm thick).
Keep the rest of the dough balls covered in damp cloth while doing this.Now place 1 tablespoon of sweet filling on one-half of the rolled pastry.
Brush the edges with water, using a pastry brush/finger.
Fold half of the pastry dough over the sweet filling on the other half to make a semi-circle.
Press the edges ensuring no gaps are left.Keep the prepared Karanji/Karigadubu on a plate and keep them covered with damp cloth until all the Karigadubus are prepared.
Otherwise, they will get dry and break.Press the edges with fork to give it a pattern and further secure the edges.
Repeat this with all the pastry dough balls by filling the sweet filling and securing it within.Heat the oil in a deep Kadai over medium heat.
Once the oil is hot drop karigadubu one by one and fry them on a medium heat till golden in color.Cool the Karigadabu completely before storing it in an air-tight container.Serve Karigadubu as an evening snack or as a dessert during Karnataka Style Festive meal.",https://www.archanaskitchen.com/karigadubu-karnataka-style-karanji-recipe,"wheat flour flour,ghee,coconut,cardamom (elaichi) podsseeds,gram dal (pottukadalai),sugar,sooji (semolina rava),rice flour,sunflower oil",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuri_Aggarwal/Karigadubu__Karanji.jpg,9
Cabbage and Soya Keema Recipe - Gobi and Soya Keema Recipe," 1 tsp coriander powder, 2 tbsp ghee, 1 tsp turmeric powder,500 grams Gobi - tighten, 1 onion - chopped, 1/2 cup green peas - boil, 1 bay leaf, 5 sprig of green coriander - chopped, 1 teaspoon lemon juice, 1 green chili - cut, salt - as per taste, 1 cup soy chunks, 1 inch ginger, 6 small potatoes - peel and cut in half, 2 tsp garam masala powder, 2 buds Garlic, 1 tsp red chilli powder",40,North Indian Recipes,"To make Gobi and Soya Keema Recipe, first wash the gobi on a good side and then dry it.
Cut the green part with the help of a knife and then either grind the cauliflower in a food processor or grate it with the help of a greater.
Now heat 1 cup of water in a saucepan.
After boiling, add soya in it and cook for 1 to 2 minutes.
Turn off the gas, take out the soya chunks and keep them aside.
Heat ghee in a pan.
Add bay leaves to it and cook for 10 seconds.
Now add onions and cook till they turn golden brown.
After the onion turns golden brown, add green chili, ginger garlic paste, 1/4 cup of water and mix it well.
Cook for 2 to 3 minutes.
Now add potatoes, green peas, salt, turmeric powder, red chilli powder, coriander powder, mix and cook for 5 minutes.
Now add gobi, soya, garam masala, mix, cover the pan and let it cook for 10 to 15 minutes on low heat.
After 10 to 15 minutes add lemon juice, mix and garnish with green coriander.
Serve Gobi and Soya Keema Recipe along with Tawa Paratha and Tomato Onion Cucumber Raita for dinner.",https://www.archanaskitchen.com/gobi-and-soya-keema-recipe-in-hindi,"turmeric powder,soy,salt,ginger,green chilli,ghee,buds garlic,red chilli powder,bay leaf,green peas boil,onion,gobi,potatoes,coriander powder,coriander (dhania) leaves,lemon,garam masala powder",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Hina_Gujral/Gobi_and_Soya_Keema_recipe.jpg,17
Turkish Pide Recipe - Crusty Bread with Sesame Seeds,"2 tablespoon Extra Virgin Olive Oil,Salt - to taste,1 tablespoon Black sesame seeds,1/2 cup Whole Wheat Flour,2 tablespoon Active dry yeast,1 tablespoon Sesame seeds (Til seeds),1/2 cup All Purpose Flour (Maida),2 teaspoon Caster Sugar",85,Middle Eastern,"To begin making the Turkish Pide Recipe - Crusty Bread, we will add both the flours, yeast, salt and sugar.Add little warm water at a time knead to make a smooth firm dough.Once it forms a dough, drizzle 1 tablespoon of olive oil and start mixing it again.Place the dough in the same bowl, cover the bowl and rest it in a warm place for 2 hours until the dough has doubled in size after the fermentation.Preheat the oven to 180 C.Drizzle oil on the baking tray and keep it ready.Divide the Turkish Pide dough into four equal proportions.Flatten each of the Turkish Pide portions onto the pan using your hands, brush it with olive oil on top and sprinkle with sesame seeds on the top.Place the Turkish Pide in the oven and for at least 20 minutes until the bread is done.
You will notice little browning on the top.Once done, remove from the oven and serve the Turkish Pide hot.Serve the Turkish Pide with a bowl of Beetroot hummus or with an array of mezze platter to enjoy it as your appetizer.",https://www.archanaskitchen.com/turkish-pide-recipe-crusty-bread-with-sesame-seeds,"salt,wheat flour,black sesame seeds,virgin olive oil,dry yeast,caster sugar,flour (maida),sesame seeds (til seeds)",https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Turkish_Style_Pide_Recipecrusty_Bread_with_Sesame_Seeds_.jpg,8
Spinach & Corn Quesadilla Recipe,"1 tablespoon Extra Virgin Olive Oil,1 cup Sweet corn,Water - to knead,1 cup Spinach Leaves (Palak) - washed and chopped,Extra Virgin Olive Oil - for cooking,1 cup Whole Wheat Flour,1 pinch Salt,4 tablespoon Del Monte Cheesy Garlic Mayo",50,Mexican,"To begin making the Quesadillas Spinach & Corn Recipe start by kneading the dough for the tortillas.
Mix all the ingredients into the flour and then slowly add water and knead it into a firm and not a sticky dough.
It has to be soft little.
Keep it aside to rest by covering it with a cloth.Heat a sauce pan with oil, add the spinach and sweet corn and saute for 2 minutes till the spinach gets cooked and the water is all evaporated.Once cooked, turn off the heat.
Add in a heap tablespoon of the Del Monte Cheesy Garlic Mayo.
Toss it evenly till it combines.We will move on to making the tortillas - take out a medium sized ball from the dough, Place it on your rolling board, dust some flour and star rolling into a flat round shaped dough, do not roll it too thin.Heat a tawa, place the rolled tortilla and cook on either side for just 30 seconds.
Then spoon the spinach and corn mixture to one side of the tortilla and cover it with the other side to create a half semi-circle.Drizzle a teaspoon of olive oil and cook on either side till it is crisp and browned.
Once the spinach and corn quesadillas are done, cut them into half to form a triangle and serve.
Serve the Spinach & Corn Quesadillas along with a Yogurt Dip and a glass of Homemade Pomegranate Juice for snack or dinner.",https://www.archanaskitchen.com/quesadillas-spinach-corn-recipe-kids-recipes-made-with-del-monte,"salt,water knead,wheat flour,virgin olive oil,sweet corn,spinach leaves (palak),del monte cheesy garlic mayo",https://www.archanaskitchen.com/images/archanaskitchen/10-Brands/DelMonte-KidsRecipes/Quesadillas_Spinach_and_Corn_Recipe_-_Kids_Recipes_Made_With_Del_Monte-2.jpg,7
